participant,load,region,measure,contrast,balanced_contrast_mean,resample_sd,resample_ci2_5,resample_ci97_5
VP007,3,Parietal,entropy__mse,3T_minus_3NT,0.0018854930469201347,0.01434882712730033,-0.026135502642079044,0.02981264027832237
VP007,3,Parietal,sensitivity__mse__scale1,3T_minus_3NT,-0.0033186035796197643,0.014094020916006056,-0.03263977986471893,0.023934966238868333
VP007,3,Parietal,sensitivity__mse__scale2,3T_minus_3NT,-0.005514391606498798,0.018538658761642058,-0.041737656208637806,0.03216799576645747
VP007,3,Parietal,sensitivity__mse__scale3,3T_minus_3NT,-0.00876875523150284,0.020118094521908957,-0.046402065289538164,0.03002403791181185
VP007,3,Parietal,sensitivity__mse__scale4,3T_minus_3NT,0.020678309914809234,0.020337632556521348,-0.01755119831920591,0.0611138615930002
VP007,3,Parietal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP007,3,Temporal,entropy__sample_entropy,3T_minus_3NT,-0.00018329198446319562,0.017693336619845058,-0.03483759244015305,0.0338392906967361
VP007,3,Temporal,entropy__mse,3T_minus_3NT,0.023140843915542775,0.02210498734440591,-0.018807831049311767,0.06463919996927703
VP007,3,Temporal,sensitivity__mse__scale1,3T_minus_3NT,-0.00018329198446319562,0.017693336619845058,-0.03483759244015305,0.0338392906967361
VP007,3,Temporal,sensitivity__mse__scale2,3T_minus_3NT,-0.005642579285742585,0.026886178287730083,-0.059135088037580594,0.04776475820444588
VP007,3,Temporal,sensitivity__mse__scale3,3T_minus_3NT,0.1154912179433291,0.03323266368559866,0.053513941528538056,0.1838647812207613
VP007,3,Temporal,sensitivity__mse__scale4,3T_minus_3NT,-0.008342829539423174,0.041109828278987404,-0.09192789815144374,0.07329789160536167
VP007,3,Temporal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP007,3,WholeBrain,entropy__sample_entropy,3T_minus_3NT,-0.010487406816278511,0.011652851167134123,-0.033842372340943304,0.011732224436904446
VP007,3,WholeBrain,entropy__mse,3T_minus_3NT,-0.018072811907512885,0.01271000948713422,-0.0432966359468315,0.005751977888391284
VP007,3,WholeBrain,sensitivity__mse__scale1,3T_minus_3NT,-0.010487406816278511,0.011652851167134123,-0.033842372340943304,0.011732224436904446
VP007,3,WholeBrain,sensitivity__mse__scale2,3T_minus_3NT,-0.02166966446405047,0.015710986709497454,-0.05404064401145931,0.008230229176498488
VP007,3,WholeBrain,sensitivity__mse__scale3,3T_minus_3NT,-0.03308504031528113,0.014935802850347953,-0.0620430210138357,-0.006043194061636421
VP007,3,WholeBrain,sensitivity__mse__scale4,3T_minus_3NT,-0.010416041823235805,0.01570716164327487,-0.03952559915949877,0.02147959058770184
VP007,3,WholeBrain,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP008,2,Central,entropy__sample_entropy,2T_minus_2NT,-0.04281929386119157,0.012759356013639811,-0.06750281132945683,-0.01724774179182442
VP008,2,Central,entropy__mse,2T_minus_2NT,-0.09198834155319438,0.02009112128522281,-0.1331937557430184,-0.053312446100247504
VP008,2,Central,sensitivity__mse__scale1,2T_minus_2NT,-0.04281929386119157,0.012759356013639811,-0.06750281132945683,-0.01724774179182442
VP008,2,Central,sensitivity__mse__scale2,2T_minus_2NT,-0.0705899980716166,0.02131518181011295,-0.11220435776376711,-0.028049906119349034
VP008,2,Central,sensitivity__mse__scale3,2T_minus_2NT,-0.15306523101024092,0.030805392898059697,-0.2145384782196762,-0.09337520071284758
VP008,2,Central,sensitivity__mse__scale4,2T_minus_2NT,-0.11367655767614121,0.03602465749822037,-0.18289764771383749,-0.046780914791432794
VP008,2,Central,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP008,2,Frontal,entropy__sample_entropy,2T_minus_2NT,-0.041736674170930896,0.012559215607304863,-0.06583690354388519,-0.017378684685785465
VP008,2,Frontal,entropy__mse,2T_minus_2NT,-0.07940793749019788,0.02204750255495193,-0.12408367233602854,-0.036889073879290794
VP008,2,Frontal,sensitivity__mse__scale1,2T_minus_2NT,-0.041736674170930896,0.012559215607304863,-0.06583690354388519,-0.017378684685785465
VP008,2,Frontal,sensitivity__mse__scale2,2T_minus_2NT,-0.07827171635538789,0.023665076169719565,-0.12525437684429358,-0.03281457504835069
VP008,2,Frontal,sensitivity__mse__scale3,2T_minus_2NT,-0.09170808579004994,0.02673239397295588,-0.14599286519638588,-0.03976279195584232
VP008,2,Frontal,sensitivity__mse__scale4,2T_minus_2NT,-0.10698408763761241,0.028496531877184376,-0.16533024155714313,-0.051739444849173505
VP008,2,Frontal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP008,2,Occipital,entropy__sample_entropy,2T_minus_2NT,-8.361048237862945e-05,0.010319611675409337,-0.02008838249644556,0.02035281204503443
VP008,2,Occipital,entropy__mse,2T_minus_2NT,0.017766479791768208,0.016185256451895103,-0.013492403390032487,0.047321987848859604
VP008,2,Occipital,sensitivity__mse__scale1,2T_minus_2NT,-8.361048237862945e-05,0.010319611675409337,-0.02008838249644556,0.02035281204503443
VP008,2,Occipital,sensitivity__mse__scale2,2T_minus_2NT,0.04148448455948859,0.020527957811129063,0.004202279973783716,0.08203636399749982
VP008,2,Occipital,sensitivity__mse__scale3,2T_minus_2NT,-0.004136799520328897,0.031064293422160376,-0.0667939770955665,0.051910283311417456
VP008,2,Occipital,sensitivity__mse__scale4,2T_minus_2NT,0.019040194707301596,0.035780384768696716,-0.05105534853793962,0.09040925653675912
VP008,2,Occipital,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP008,2,Parietal,entropy__sample_entropy,2T_minus_2NT,-0.02697050832056118,0.011836358999686335,-0.05070447718616874,-0.004034207626609913
VP008,2,Parietal,entropy__mse,2T_minus_2NT,-0.02170755559350388,0.013232030180747959,-0.04646675787994801,0.004043724298436815
VP008,2,Parietal,sensitivity__mse__scale1,2T_minus_2NT,-0.02697050832056118,0.011836358999686335,-0.05070447718616874,-0.004034207626609913
VP008,2,Parietal,sensitivity__mse__scale2,2T_minus_2NT,-0.028284463727373893,0.017452635649764424,-0.06226281807385325,0.006179280394133679
VP008,2,Parietal,sensitivity__mse__scale3,2T_minus_2NT,-0.020445002265327906,0.020047555846608955,-0.05727024132816499,0.019883999009856535
VP008,2,Parietal,sensitivity__mse__scale4,2T_minus_2NT,-0.01537436103963967,0.0208017095701095,-0.054834848143918154,0.026062804424420317
VP008,2,Parietal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP008,2,Temporal,entropy__sample_entropy,2T_minus_2NT,-0.048616209428276096,0.017424716684288362,-0.08163304401199066,-0.015784258067684635
VP008,2,Temporal,entropy__mse,2T_minus_2NT,-0.08035502955269806,0.02012721165989534,-0.12061674073190852,-0.040637873543224505
VP008,2,Temporal,sensitivity__mse__scale1,2T_minus_2NT,-0.048616209428276096,0.017424716684288362,-0.08163304401199066,-0.015784258067684635
VP008,2,Temporal,sensitivity__mse__scale2,2T_minus_2NT,-0.09786951567788083,0.024719637033338838,-0.14670542881013018,-0.052012251364891945
VP008,2,Temporal,sensitivity__mse__scale3,2T_minus_2NT,-0.07996305664497123,0.03394276078221034,-0.14778546489014463,-0.012601349170089478
VP008,2,Temporal,sensitivity__mse__scale4,2T_minus_2NT,-0.06929863708220904,0.035425779995819744,-0.14112287266675513,0.00039305751490109804
VP008,2,Temporal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP008,2,WholeBrain,entropy__sample_entropy,2T_minus_2NT,-0.03313496866616256,0.01026485345141726,-0.05336664682131791,-0.013481393050983588
VP008,2,WholeBrain,entropy__mse,2T_minus_2NT,-0.051865391325835085,0.014276130999207878,-0.07994246708831612,-0.023621892260865453
VP008,2,WholeBrain,sensitivity__mse__scale1,2T_minus_2NT,-0.03313496866616256,0.01026485345141726,-0.05336664682131791,-0.013481393050983588
VP008,2,WholeBrain,sensitivity__mse__scale2,2T_minus_2NT,-0.04995016519099212,0.015869793593411743,-0.08001570446106632,-0.01940134980481762
VP008,2,WholeBrain,sensitivity__mse__scale3,2T_minus_2NT,-0.0651346818448117,0.018242279663169405,-0.10181646698169503,-0.028846464825107197
VP008,2,WholeBrain,sensitivity__mse__scale4,2T_minus_2NT,-0.05893933116760862,0.01838968905886339,-0.09542206520314012,-0.022273094426367136
VP008,2,WholeBrain,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP008,3,Central,entropy__sample_entropy,3T_minus_3NT,-0.009884031210378829,0.011201536739604813,-0.03236136522579968,0.012141203610241177
VP008,3,Central,entropy__mse,3T_minus_3NT,0.008148544614631912,0.018608905399030075,-0.027611013060020333,0.043677227506878906
VP008,3,Central,sensitivity__mse__scale1,3T_minus_3NT,-0.009884031210378829,0.011201536739604813,-0.03236136522579968,0.012141203610241177
VP008,3,Central,sensitivity__mse__scale2,3T_minus_3NT,-0.027591121613640496,0.021440525905220185,-0.06977433875852512,0.014976626403683132
VP008,3,Central,sensitivity__mse__scale3,3T_minus_3NT,0.054037916749028685,0.027682077704205228,-0.0016929733257940282,0.10797016805123316
VP008,3,Central,sensitivity__mse__scale4,3T_minus_3NT,0.03203439962916589,0.030746708641453183,-0.02675244350150859,0.08817353259603833
VP008,3,Central,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP008,3,Frontal,entropy__sample_entropy,3T_minus_3NT,-2.2412509864911943e-06,0.007662525083525248,-0.015247019931976169,0.01498806823884718
VP008,3,Frontal,entropy__mse,3T_minus_3NT,0.004381991666427398,0.015127856838588097,-0.026329212506607167,0.03226752794544753
VP008,3,Frontal,sensitivity__mse__scale1,3T_minus_3NT,-2.2412509864911943e-06,0.007662525083525248,-0.015247019931976169,0.01498806823884718
VP008,3,Frontal,sensitivity__mse__scale2,3T_minus_3NT,-0.002247125889280535,0.014725589775512546,-0.03138288596010075,0.0264270643985899
VP008,3,Frontal,sensitivity__mse__scale3,3T_minus_3NT,0.01417536662091917,0.018445189743628684,-0.022857793808001903,0.04880055220823447
VP008,3,Frontal,sensitivity__mse__scale4,3T_minus_3NT,0.006895717470104066,0.022309235492507202,-0.0399790755363913,0.04829143706702204
VP008,3,Frontal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP008,3,Occipital,entropy__sample_entropy,3T_minus_3NT,0.010940214685500492,0.01084026641333726,-0.010432928394013863,0.03339012691385417
VP008,3,Occipital,entropy__mse,3T_minus_3NT,0.020626740693404613,0.016630566510424678,-0.01116810612025751,0.051273583788098945
VP008,3,Occipital,sensitivity__mse__scale1,3T_minus_3NT,0.010940214685500492,0.01084026641333726,-0.010432928394013863,0.03339012691385417
VP008,3,Occipital,sensitivity__mse__scale2,3T_minus_3NT,-0.008044915771618626,0.021052394575806467,-0.05024932556498366,0.03195820168324052
VP008,3,Occipital,sensitivity__mse__scale3,3T_minus_3NT,-0.009085211448487006,0.029767850855533316,-0.0665254958377384,0.04631028763088396
VP008,3,Occipital,sensitivity__mse__scale4,3T_minus_3NT,0.07002379384993217,0.038854037746302764,-0.0034291262728286974,0.14514788391712707
VP008,3,Occipital,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP008,3,Parietal,entropy__sample_entropy,3T_minus_3NT,-0.006316184077371447,0.010401134313763766,-0.02651309545867768,0.01305139309025759
VP008,3,Parietal,entropy__mse,3T_minus_3NT,-0.020750082351909727,0.013522535602734618,-0.0477007946986511,0.00614256792339741
VP008,3,Parietal,sensitivity__mse__scale1,3T_minus_3NT,-0.006316184077371447,0.010401134313763766,-0.02651309545867768,0.01305139309025759
VP008,3,Parietal,sensitivity__mse__scale2,3T_minus_3NT,-0.010158674757321556,0.016655494898369143,-0.04235336216069911,0.023101602502557127
VP008,3,Parietal,sensitivity__mse__scale3,3T_minus_3NT,-0.04956490431622474,0.02183353132728526,-0.09495354061775818,-0.003709678436786203
VP008,3,Parietal,sensitivity__mse__scale4,3T_minus_3NT,-0.014780143034863741,0.020335538635807816,-0.05363334811115025,0.023492971073431252
VP008,3,Parietal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP008,3,Temporal,entropy__sample_entropy,3T_minus_3NT,0.016083298709778336,0.014217520917838095,-0.012465100198600029,0.04213487507769067
VP008,3,Temporal,entropy__mse,3T_minus_3NT,-0.0027879397057581404,0.01934854443589668,-0.03822080197653937,0.03340642869420953
VP008,3,Temporal,sensitivity__mse__scale1,3T_minus_3NT,0.016083298709778336,0.014217520917838095,-0.012465100198600029,0.04213487507769067
VP008,3,Temporal,sensitivity__mse__scale2,3T_minus_3NT,0.07440762060508342,0.020805864004554836,0.03311073364579917,0.11551729497802059
VP008,3,Temporal,sensitivity__mse__scale3,3T_minus_3NT,-0.06022942105374587,0.029307819523271612,-0.1172231637920327,-0.00416966357882618
VP008,3,Temporal,sensitivity__mse__scale4,3T_minus_3NT,-0.023769927259454877,0.036379000075733706,-0.09303220363086145,0.04952752770702845
VP008,3,Temporal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP008,3,WholeBrain,entropy__sample_entropy,3T_minus_3NT,-0.0007691129504382655,0.007643412043221308,-0.015712003050893493,0.013920665073791846
VP008,3,WholeBrain,entropy__mse,3T_minus_3NT,-0.0020642448687100898,0.011822939940118894,-0.025463084223095067,0.020211970909820062
VP008,3,WholeBrain,sensitivity__mse__scale1,3T_minus_3NT,-0.0007691129504382655,0.007643412043221308,-0.015712003050893493,0.013920665073791846
VP008,3,WholeBrain,sensitivity__mse__scale2,3T_minus_3NT,-0.002973289452959508,0.012909337333309227,-0.028121879957885187,0.02289835249184263
VP008,3,WholeBrain,sensitivity__mse__scale3,3T_minus_3NT,-0.009985372412057656,0.016502651295386656,-0.04235900221488984,0.02192251227336744
VP008,3,WholeBrain,sensitivity__mse__scale4,3T_minus_3NT,0.00852514260451104,0.015700769823178775,-0.02214378653865926,0.03992697286680138
VP008,3,WholeBrain,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP009,2,Central,entropy__sample_entropy,2T_minus_2NT,-0.013934389110376954,0.017316525871813166,-0.04953479931154496,0.018889521551868665
VP009,2,Central,entropy__mse,2T_minus_2NT,-0.027410601832206345,0.025700347778198893,-0.07632903324375266,0.022227690232733927
VP009,2,Central,sensitivity__mse__scale1,2T_minus_2NT,-0.013934389110376954,0.017316525871813166,-0.04953479931154496,0.018889521551868665
VP009,2,Central,sensitivity__mse__scale2,2T_minus_2NT,-0.02419847536587806,0.02779406850174058,-0.07835372599136409,0.03042704509001316
VP009,2,Central,sensitivity__mse__scale3,2T_minus_2NT,-0.0664357968431745,0.032212040909599116,-0.12827929576671732,-0.0027847824949206717
VP009,2,Central,sensitivity__mse__scale4,2T_minus_2NT,-0.010080330631426847,0.037146442767231634,-0.07988438327101315,0.062209334763053625
VP009,2,Central,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP009,2,Frontal,entropy__sample_entropy,2T_minus_2NT,-0.018487425485658186,0.015090615424014001,-0.04650291696120081,0.010015290773230058
VP009,2,Frontal,entropy__mse,2T_minus_2NT,-0.04630588693681719,0.024812101547572653,-0.09320017011753624,0.00031837734893483253
VP009,2,Frontal,sensitivity__mse__scale1,2T_minus_2NT,-0.018487425485658186,0.015090615424014001,-0.04650291696120081,0.010015290773230058
VP009,2,Frontal,sensitivity__mse__scale2,2T_minus_2NT,-0.0431562367375892,0.02657880628256223,-0.09304658338977274,0.007788236826957431
VP009,2,Frontal,sensitivity__mse__scale3,2T_minus_2NT,-0.05408429046207293,0.029402976564682052,-0.11161003702591106,0.00027517280884563274
VP009,2,Frontal,sensitivity__mse__scale4,2T_minus_2NT,-0.06868310958246159,0.02986345504178452,-0.1260718423129128,-0.013093438100934586
VP009,2,Frontal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP009,2,Occipital,entropy__sample_entropy,2T_minus_2NT,-0.0026938565469205073,0.01188556260340674,-0.025318677774690896,0.02167597528397977
VP009,2,Occipital,entropy__mse,2T_minus_2NT,0.001210021592780137,0.014341238669986099,-0.027808469349247862,0.029245689314642626
VP009,2,Occipital,sensitivity__mse__scale1,2T_minus_2NT,-0.0026938565469205073,0.01188556260340674,-0.025318677774690896,0.02167597528397977
VP009,2,Occipital,sensitivity__mse__scale2,2T_minus_2NT,-0.013371464051425893,0.01827849533846267,-0.05198959728771258,0.022027559523506438
VP009,2,Occipital,sensitivity__mse__scale3,2T_minus_2NT,-0.0025606087930667254,0.027418069905879677,-0.055893257277123756,0.05197241165928141
VP009,2,Occipital,sensitivity__mse__scale4,2T_minus_2NT,0.019781143149408473,0.02761723809245799,-0.0369255004829564,0.07046075939917605
VP009,2,Occipital,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP009,2,Parietal,entropy__sample_entropy,2T_minus_2NT,0.00010505342579889643,0.013168741526305015,-0.025557324784945733,0.024314188946012647
VP009,2,Parietal,entropy__mse,2T_minus_2NT,-0.010710874306303268,0.01652945294253679,-0.042459966798865816,0.021672854426694838
VP009,2,Parietal,sensitivity__mse__scale1,2T_minus_2NT,0.00010505342579889643,0.013168741526305015,-0.025557324784945733,0.024314188946012647
VP009,2,Parietal,sensitivity__mse__scale2,2T_minus_2NT,0.00033653008877071477,0.0190411628912215,-0.037110516509727694,0.03730473145601275
VP009,2,Parietal,sensitivity__mse__scale3,2T_minus_2NT,-0.009538165608898539,0.022419171075540537,-0.051409946592923986,0.03397098511110895
VP009,2,Parietal,sensitivity__mse__scale4,2T_minus_2NT,-0.03206489622872035,0.02519279050654668,-0.08073749419496307,0.018396881258861218
VP009,2,Parietal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP009,2,Temporal,entropy__sample_entropy,2T_minus_2NT,0.005044583187682908,0.017419681398951118,-0.028527114595833347,0.039204902812423476
VP009,2,Temporal,entropy__mse,2T_minus_2NT,0.006860078849943407,0.02108026436284775,-0.034470479938941284,0.04831129092827526
VP009,2,Temporal,sensitivity__mse__scale1,2T_minus_2NT,0.005044583187682908,0.017419681398951118,-0.028527114595833347,0.039204902812423476
VP009,2,Temporal,sensitivity__mse__scale2,2T_minus_2NT,0.022148549801353806,0.027255117776243815,-0.03208139252662775,0.07458008719566496
VP009,2,Temporal,sensitivity__mse__scale3,2T_minus_2NT,-0.0011670472141607432,0.03731318821973724,-0.07537423471111904,0.07167323526145583
VP009,2,Temporal,sensitivity__mse__scale4,2T_minus_2NT,0.007775238415778513,0.03701474584107372,-0.0653059559663618,0.07736823466519856
VP009,2,Temporal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP009,2,WholeBrain,entropy__sample_entropy,2T_minus_2NT,-0.008650420360949127,0.012198832976817302,-0.03337142030863351,0.014570417971179445
VP009,2,WholeBrain,entropy__mse,2T_minus_2NT,-0.023951578860004333,0.016822831927147515,-0.05727004496822228,0.008288191889238005
VP009,2,WholeBrain,sensitivity__mse__scale1,2T_minus_2NT,-0.008650420360949127,0.012198832976817302,-0.03337142030863351,0.014570417971179445
VP009,2,WholeBrain,sensitivity__mse__scale2,2T_minus_2NT,-0.019289376855848084,0.019139563852879335,-0.057315516757066316,0.01657013238101568
VP009,2,WholeBrain,sensitivity__mse__scale3,2T_minus_2NT,-0.03230229511156833,0.020022435468353278,-0.0716321994558175,0.005261373483203045
VP009,2,WholeBrain,sensitivity__mse__scale4,2T_minus_2NT,-0.03637046520875706,0.01981432944098649,-0.07458001411313489,0.001391994037607956
VP009,2,WholeBrain,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP009,3,Central,entropy__sample_entropy,3T_minus_3NT,-0.0018101174993138906,0.01487866048067871,-0.02937454974270959,0.02899474410002993
VP009,3,Central,entropy__mse,3T_minus_3NT,-0.028309116620196507,0.022114055210381664,-0.06765501865670205,0.01677383067209612
VP009,3,Central,sensitivity__mse__scale1,3T_minus_3NT,-0.0018101174993138906,0.01487866048067871,-0.02937454974270959,0.02899474410002993
VP009,3,Central,sensitivity__mse__scale2,3T_minus_3NT,-0.019307339184708193,0.026631003902373353,-0.06749042886106911,0.03276551603477687
VP009,3,Central,sensitivity__mse__scale3,3T_minus_3NT,-0.05513522353279552,0.02912872737189264,-0.11336342599008804,0.0012393965422358348
VP009,3,Central,sensitivity__mse__scale4,3T_minus_3NT,-0.03794603835347424,0.029621167410631897,-0.09250398473097099,0.020226499364208683
VP009,3,Central,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP009,3,Frontal,entropy__sample_entropy,3T_minus_3NT,0.019647471191578978,0.011163829889725554,-0.0010800947438315694,0.04160809040947901
VP009,3,Frontal,entropy__mse,3T_minus_3NT,0.02836782074453257,0.01919788541898179,-0.007488101879566875,0.0659444654225189
VP009,3,Frontal,sensitivity__mse__scale1,3T_minus_3NT,0.019647471191578978,0.011163829889725554,-0.0010800947438315694,0.04160809040947901
VP009,3,Frontal,sensitivity__mse__scale2,3T_minus_3NT,0.03462572891063409,0.020226020390184108,-0.00268763902341492,0.07423697110392509
VP009,3,Frontal,sensitivity__mse__scale3,3T_minus_3NT,0.023698174745739167,0.02336065932667022,-0.02120288428415382,0.06842372984130868
VP009,3,Frontal,sensitivity__mse__scale4,3T_minus_3NT,0.03785885092199469,0.023215237600038782,-0.0059822996595213255,0.0841928240804455
VP009,3,Frontal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP009,3,Occipital,entropy__sample_entropy,3T_minus_3NT,0.013267588551252839,0.011179842669990928,-0.009793264555175124,0.035708238253456946
VP009,3,Occipital,entropy__mse,3T_minus_3NT,-0.009246052186167756,0.015821417071536815,-0.039645557835958294,0.022559997705999965
VP009,3,Occipital,sensitivity__mse__scale1,3T_minus_3NT,0.013267588551252839,0.011179842669990928,-0.009793264555175124,0.035708238253456946
VP009,3,Occipital,sensitivity__mse__scale2,3T_minus_3NT,0.0030211573045938645,0.01955870814354598,-0.03703008085181484,0.04206492051977497
VP009,3,Occipital,sensitivity__mse__scale3,3T_minus_3NT,-0.009906709926544011,0.029417669092143123,-0.06961065534150436,0.044908019773737054
VP009,3,Occipital,sensitivity__mse__scale4,3T_minus_3NT,-0.06606823666711614,0.034975222821417004,-0.13756876824400838,-0.000848886043257459
VP009,3,Occipital,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP009,3,Parietal,entropy__sample_entropy,3T_minus_3NT,0.001242588733151066,0.01306415627426994,-0.02372518332559245,0.028984590517408954
VP009,3,Parietal,entropy__mse,3T_minus_3NT,0.00936833888702719,0.015177265807524116,-0.02008931850769404,0.03935909329824418
VP009,3,Parietal,sensitivity__mse__scale1,3T_minus_3NT,0.001242588733151066,0.01306415627426994,-0.02372518332559245,0.028984590517408954
VP009,3,Parietal,sensitivity__mse__scale2,3T_minus_3NT,-0.008149764383149176,0.01973142920659689,-0.04653604631521071,0.03170804857069929
VP009,3,Parietal,sensitivity__mse__scale3,3T_minus_3NT,0.021549665857859043,0.019435549992902118,-0.013560571374636976,0.059293813886605526
VP009,3,Parietal,sensitivity__mse__scale4,3T_minus_3NT,0.020468800550945646,0.022916285430634543,-0.023410900161740595,0.06424299830880303
VP009,3,Parietal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP009,3,Temporal,entropy__sample_entropy,3T_minus_3NT,0.041180458719885356,0.019273893364174035,0.0039030629947288675,0.08196399558025046
VP009,3,Temporal,entropy__mse,3T_minus_3NT,0.02653122429870669,0.021288193861786646,-0.014782659233745993,0.06930290019895216
VP009,3,Temporal,sensitivity__mse__scale1,3T_minus_3NT,0.041180458719885356,0.019273893364174035,0.0039030629947288675,0.08196399558025046
VP009,3,Temporal,sensitivity__mse__scale2,3T_minus_3NT,0.021327849496750664,0.03006137027078597,-0.037278711657638214,0.0806991306062144
VP009,3,Temporal,sensitivity__mse__scale3,3T_minus_3NT,0.04116099270491376,0.03720734262742438,-0.02779990848515641,0.11518147141386396
VP009,3,Temporal,sensitivity__mse__scale4,3T_minus_3NT,-0.0016822388945898366,0.03364463347299296,-0.06690045728911893,0.065501780880974
VP009,3,Temporal,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP009,3,WholeBrain,entropy__sample_entropy,3T_minus_3NT,0.012287100439332871,0.0107270995344848,-0.0076402713353500434,0.03547490568137178
VP009,3,WholeBrain,entropy__mse,3T_minus_3NT,0.012027072155407919,0.01437934833033936,-0.013768126029064808,0.04069080304287039
VP009,3,WholeBrain,sensitivity__mse__scale1,3T_minus_3NT,0.012287100439332871,0.0107270995344848,-0.0076402713353500434,0.03547490568137178
VP009,3,WholeBrain,sensitivity__mse__scale2,3T_minus_3NT,0.01076186756863546,0.01692981161398455,-0.02066152819223699,0.04556431838083652
VP009,3,WholeBrain,sensitivity__mse__scale3,3T_minus_3NT,0.01371306756923361,0.016946340822852398,-0.017719905433256345,0.04550211105474852
VP009,3,WholeBrain,sensitivity__mse__scale4,3T_minus_3NT,0.014879356167543527,0.017144151962521927,-0.017478120408979798,0.04900727289056037
VP009,3,WholeBrain,sensitivity__mse__scale5,3T_minus_3NT,,,,
VP010,2,Central,entropy__sample_entropy,2T_minus_2NT,0.05984245749830666,0.016437400138426997,0.028108020720405257,0.09024836012040399
VP010,2,Central,entropy__mse,2T_minus_2NT,0.03630753157127036,0.02336825202509596,-0.009730158519108766,0.08044381989610283
VP010,2,Central,sensitivity__mse__scale1,2T_minus_2NT,0.05984245749830666,0.016437400138426997,0.028108020720405257,0.09024836012040399
VP010,2,Central,sensitivity__mse__scale2,2T_minus_2NT,0.07401587980107077,0.027769831842565765,0.02045207424832936,0.12498416995973374
VP010,2,Central,sensitivity__mse__scale3,2T_minus_2NT,0.006193653336491964,0.036798569549064665,-0.0632297697166114,0.07602252481840599
VP010,2,Central,sensitivity__mse__scale4,2T_minus_2NT,0.041834141061640955,0.03641430282550589,-0.03005567024032556,0.11267698194508072
VP010,2,Central,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP010,2,Frontal,entropy__sample_entropy,2T_minus_2NT,0.09879594926176144,0.025265314189402734,0.04940327174030548,0.146538925535489
VP010,2,Frontal,entropy__mse,2T_minus_2NT,0.13781441454597468,0.03882110079332033,0.06190534410400899,0.21235846355110047
VP010,2,Frontal,sensitivity__mse__scale1,2T_minus_2NT,0.09879594926176144,0.025265314189402734,0.04940327174030548,0.146538925535489
VP010,2,Frontal,sensitivity__mse__scale2,2T_minus_2NT,0.14238547173167204,0.042153995286282504,0.05953754692991359,0.22383154409915976
VP010,2,Frontal,sensitivity__mse__scale3,2T_minus_2NT,0.1283663038321337,0.04795998512734895,0.03427922558559251,0.21996936624270713
VP010,2,Frontal,sensitivity__mse__scale4,2T_minus_2NT,0.19207028563225376,0.045577500074702536,0.10443847357235495,0.2781832630724681
VP010,2,Frontal,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP010,2,Occipital,entropy__sample_entropy,2T_minus_2NT,0.011055881792008532,0.010148502720603754,-0.010258668718757724,0.02998531198229224
VP010,2,Occipital,entropy__mse,2T_minus_2NT,0.03118159433158606,0.016964598340881137,-0.0011682725840143787,0.06404875451795512
VP010,2,Occipital,sensitivity__mse__scale1,2T_minus_2NT,0.011055881792008532,0.010148502720603754,-0.010258668718757724,0.02998531198229224
VP010,2,Occipital,sensitivity__mse__scale2,2T_minus_2NT,0.013729439819619728,0.020051016552455093,-0.024954476351414696,0.051173877323137384
VP010,2,Occipital,sensitivity__mse__scale3,2T_minus_2NT,0.003386155245383751,0.02770667810732796,-0.051177427812170745,0.05789517120544572
VP010,2,Occipital,sensitivity__mse__scale4,2T_minus_2NT,0.10786947987916215,0.03953822689301646,0.0337523274484577,0.18518472362692387
VP010,2,Occipital,sensitivity__mse__scale5,2T_minus_2NT,,,,
VP010,2,Parietal,entropy__sample_entropy,2T_minus_2NT,0.044824805677958206,0.011322187516016134,0.022816411591745547,0.06598844745370114
VP010,2,Parietal,entropy__mse,2T_minus_2NT,0.04428642245861891,0.01384083412522877,0.01758071176433258,0.07194286597013011
