chromophore,region,measure,contrast,cond_A,cond_B,mean_contrast,sd_contrast,ci95_low,ci95_high,paired_dz,rank_biserial,t_stat,t_p_value,wilcoxon_p,significant_p05
HbR,Parietal,sensitivity__mse__scale1,2_to_3,2back,3back,-0.001243,0.012801,-0.006413,0.003928,-0.0971,-0.0826,-0.4951,6.248761e-01,7.265400e-01,NO
HbR,Parietal,sensitivity__mse__scale2,0_to_2,0back,2back,-0.007562,0.022786,-0.016766,0.001641,-0.3319,-0.3447,-1.6922,1.030283e-01,1.291008e-01,NO
HbR,Parietal,sensitivity__mse__scale2,0_to_3,0back,3back,-0.007209,0.026395,-0.017871,0.003452,-0.2731,-0.2707,-1.3927,1.759668e-01,2.369501e-01,NO
HbR,Parietal,sensitivity__mse__scale2,2_to_3,2back,3back,0.000353,0.018019,-0.006925,0.007631,0.0196,-0.0256,0.0998,9.212780e-01,9.204554e-01,NO
HbR,Parietal,sensitivity__mse__scale3,0_to_2,0back,2back,-0.007980,0.030193,-0.020175,0.004215,-0.2643,-0.2991,-1.3476,1.898702e-01,1.899041e-01,NO
HbR,Parietal,sensitivity__mse__scale3,0_to_3,0back,3back,-0.007253,0.032810,-0.020505,0.006000,-0.2210,-0.2023,-1.1271,2.703922e-01,3.801938e-01,NO
HbR,Parietal,sensitivity__mse__scale3,2_to_3,2back,3back,0.000727,0.022093,-0.008196,0.009650,0.0329,0.0199,0.1678,8.681092e-01,9.402996e-01,NO
HbR,Parietal,sensitivity__mse__scale4,0_to_2,0back,2back,-0.009606,0.035428,-0.023915,0.004704,-0.2711,-0.3048,-1.3825,1.790514e-01,1.813544e-01,NO
HbR,Parietal,sensitivity__mse__scale4,0_to_3,0back,3back,-0.007393,0.040059,-0.023573,0.008788,-0.1845,-0.1738,-0.9410,3.557237e-01,4.524725e-01,NO
HbR,Parietal,sensitivity__mse__scale4,2_to_3,2back,3back,0.002213,0.025222,-0.007974,0.012400,0.0877,0.0655,0.4474,6.584381e-01,7.835338e-01,NO
HbR,WholeBrain,entropy__sample_entropy,0_to_2,0back,2back,-0.004531,0.009509,-0.008371,-0.000690,-0.4765,-0.5328,-2.4295,2.263943e-02,1.633316e-02,YES
HbR,WholeBrain,entropy__sample_entropy,0_to_3,0back,3back,-0.004907,0.007182,-0.007808,-0.002007,-0.6833,-0.6866,-3.4841,1.837178e-03,1.443923e-03,YES
HbR,WholeBrain,entropy__sample_entropy,2_to_3,2back,3back,-0.000377,0.007527,-0.003417,0.002663,-0.0501,0.0028,-0.2553,8.005848e-01,1.000000e+00,NO
HbR,WholeBrain,entropy__mse,0_to_2,0back,2back,-0.008381,0.016623,-0.015095,-0.001667,-0.5042,-0.5385,-2.5710,1.647963e-02,1.513213e-02,YES
HbR,WholeBrain,entropy__mse,0_to_3,0back,3back,-0.008850,0.012226,-0.013788,-0.003912,-0.7238,-0.6923,-3.6909,1.090891e-03,1.297981e-03,YES
HbR,WholeBrain,entropy__mse,2_to_3,2back,3back,-0.000469,0.012222,-0.005405,0.004468,-0.0383,-0.0142,-0.1955,8.466070e-01,9.601797e-01,NO
HbR,WholeBrain,sensitivity__mse__scale1,0_to_2,0back,2back,-0.004531,0.009509,-0.008371,-0.000690,-0.4765,-0.5328,-2.4295,2.263943e-02,1.633316e-02,YES
HbR,WholeBrain,sensitivity__mse__scale1,0_to_3,0back,3back,-0.004907,0.007182,-0.007808,-0.002007,-0.6833,-0.6866,-3.4841,1.837178e-03,1.443923e-03,YES
HbR,WholeBrain,sensitivity__mse__scale1,2_to_3,2back,3back,-0.000377,0.007527,-0.003417,0.002663,-0.0501,0.0028,-0.2553,8.005848e-01,1.000000e+00,NO
HbR,WholeBrain,sensitivity__mse__scale2,0_to_2,0back,2back,-0.008653,0.016145,-0.015174,-0.002132,-0.5359,-0.5613,-2.7328,1.136085e-02,1.104531e-02,YES
HbR,WholeBrain,sensitivity__mse__scale2,0_to_3,0back,3back,-0.009324,0.012267,-0.014279,-0.004369,-0.7600,-0.7379,-3.8755,6.817074e-04,5.246103e-04,YES
HbR,WholeBrain,sensitivity__mse__scale2,2_to_3,2back,3back,-0.000671,0.012371,-0.005667,0.004326,-0.0542,0.0142,-0.2764,7.844784e-01,9.601797e-01,NO
HbR,WholeBrain,sensitivity__mse__scale3,0_to_2,0back,2back,-0.009513,0.018706,-0.017068,-0.001957,-0.5085,-0.5499,-2.5931,1.567122e-02,1.295260e-02,YES
HbR,WholeBrain,sensitivity__mse__scale3,0_to_3,0back,3back,-0.010074,0.013917,-0.015695,-0.004453,-0.7239,-0.6809,-3.6911,1.090349e-03,1.604050e-03,YES
HbR,WholeBrain,sensitivity__mse__scale3,2_to_3,2back,3back,-0.000561,0.013464,-0.005999,0.004877,-0.0417,-0.0256,-0.2126,8.333579e-01,9.204554e-01,NO
HbR,WholeBrain,sensitivity__mse__scale4,0_to_2,0back,2back,-0.010829,0.022420,-0.019885,-0.001773,-0.4830,-0.5043,-2.4629,2.102011e-02,2.361092e-02,YES
HbR,WholeBrain,sensitivity__mse__scale4,0_to_3,0back,3back,-0.011094,0.015934,-0.017530,-0.004658,-0.6963,-0.6752,-3.5503,1.555958e-03,1.779556e-03,YES
HbR,WholeBrain,sensitivity__mse__scale4,2_to_3,2back,3back,-0.000265,0.015976,-0.006718,0.006188,-0.0166,-0.0028,-0.0846,9.332329e-01,1.000000e+00,NO
HbT,Central,entropy__sample_entropy,0_to_2,0back,2back,0.001657,0.012090,-0.003227,0.006540,0.1370,0.1396,0.6988,4.911580e-01,5.482757e-01,NO
HbT,Central,entropy__sample_entropy,0_to_3,0back,3back,-0.003100,0.017566,-0.010195,0.003995,-0.1765,-0.1168,-0.8998,3.767871e-01,6.170916e-01,NO
HbT,Central,entropy__sample_entropy,2_to_3,2back,3back,-0.004757,0.013210,-0.010092,0.000579,-0.3601,-0.4302,-1.8361,7.826720e-02,5.585322e-02,NO
HbT,Central,entropy__mse,0_to_2,0back,2back,0.003239,0.022666,-0.005916,0.012394,0.1429,0.1396,0.7286,4.730243e-01,5.482757e-01,NO
HbT,Central,entropy__mse,0_to_3,0back,3back,-0.005195,0.030931,-0.017689,0.007298,-0.1680,-0.1111,-0.8565,3.998661e-01,6.348496e-01,NO
HbT,Central,entropy__mse,2_to_3,2back,3back,-0.008434,0.023790,-0.018043,0.001175,-0.3545,-0.3618,-1.8078,8.269210e-02,1.105343e-01,NO
HbT,Central,sensitivity__mse__scale1,0_to_2,0back,2back,0.001657,0.012090,-0.003227,0.006540,0.1370,0.1396,0.6988,4.911580e-01,5.482757e-01,NO
HbT,Central,sensitivity__mse__scale1,0_to_3,0back,3back,-0.003100,0.017566,-0.010195,0.003995,-0.1765,-0.1168,-0.8998,3.767871e-01,6.170916e-01,NO
HbT,Central,sensitivity__mse__scale1,2_to_3,2back,3back,-0.004757,0.013210,-0.010092,0.000579,-0.3601,-0.4302,-1.8361,7.826720e-02,5.585322e-02,NO
HbT,Central,sensitivity__mse__scale2,0_to_2,0back,2back,0.001852,0.022234,-0.007128,0.010832,0.0833,0.0712,0.4248,6.746491e-01,7.643943e-01,NO
HbT,Central,sensitivity__mse__scale2,0_to_3,0back,3back,-0.006551,0.030879,-0.019023,0.005922,-0.2121,-0.1966,-1.0817,2.897052e-01,3.940727e-01,NO
HbT,Central,sensitivity__mse__scale2,2_to_3,2back,3back,-0.008403,0.023261,-0.017798,0.000993,-0.3612,-0.3846,-1.8419,7.737622e-02,8.902901e-02,NO
HbT,Central,sensitivity__mse__scale3,0_to_2,0back,2back,0.003283,0.025690,-0.007094,0.013659,0.1278,0.1567,0.6515,5.206576e-01,4.991950e-01,NO
HbT,Central,sensitivity__mse__scale3,0_to_3,0back,3back,-0.005891,0.033989,-0.019620,0.007837,-0.1733,-0.1111,-0.8838,3.852330e-01,6.348496e-01,NO
HbT,Central,sensitivity__mse__scale3,2_to_3,2back,3back,-0.009174,0.025805,-0.019596,0.001249,-0.3555,-0.3960,-1.8127,8.190367e-02,7.957256e-02,NO
HbT,Central,sensitivity__mse__scale4,0_to_2,0back,2back,0.006163,0.031714,-0.006646,0.018973,0.1943,0.1795,0.9909,3.312164e-01,4.374467e-01,NO
HbT,Central,sensitivity__mse__scale4,0_to_3,0back,3back,-0.005240,0.041930,-0.022176,0.011696,-0.1250,-0.0256,-0.6372,5.297570e-01,9.204554e-01,NO
HbT,Central,sensitivity__mse__scale4,2_to_3,2back,3back,-0.011403,0.033705,-0.025017,0.002210,-0.3383,-0.3732,-1.7252,9.684283e-02,9.933496e-02,NO
HbT,Frontal,entropy__sample_entropy,0_to_2,0back,2back,0.003903,0.012907,-0.001310,0.009117,0.3024,0.2991,1.5419,1.356534e-01,1.899041e-01,NO
HbT,Frontal,entropy__sample_entropy,0_to_3,0back,3back,-0.002536,0.015304,-0.008717,0.003646,-0.1657,-0.1396,-0.8449,4.062032e-01,5.482757e-01,NO
HbT,Frontal,entropy__sample_entropy,2_to_3,2back,3back,-0.006439,0.011976,-0.011276,-0.001602,-0.5376,-0.5783,-2.7415,1.113276e-02,8.634657e-03,YES
HbT,Frontal,entropy__mse,0_to_2,0back,2back,0.005420,0.022683,-0.003742,0.014582,0.2390,0.2137,1.2184,2.344287e-01,3.533212e-01,NO
HbT,Frontal,entropy__mse,0_to_3,0back,3back,-0.004915,0.026426,-0.015589,0.005758,-0.1860,-0.1852,-0.9484,3.519877e-01,4.227022e-01,NO
HbT,Frontal,entropy__mse,2_to_3,2back,3back,-0.010335,0.021359,-0.018963,-0.001708,-0.4839,-0.5499,-2.4673,2.081118e-02,1.295260e-02,YES
HbT,Frontal,sensitivity__mse__scale1,0_to_2,0back,2back,0.003903,0.012907,-0.001310,0.009117,0.3024,0.2991,1.5419,1.356534e-01,1.899041e-01,NO
HbT,Frontal,sensitivity__mse__scale1,0_to_3,0back,3back,-0.002536,0.015304,-0.008717,0.003646,-0.1657,-0.1396,-0.8449,4.062032e-01,5.482757e-01,NO
HbT,Frontal,sensitivity__mse__scale1,2_to_3,2back,3back,-0.006439,0.011976,-0.011276,-0.001602,-0.5376,-0.5783,-2.7415,1.113276e-02,8.634657e-03,YES
HbT,Frontal,sensitivity__mse__scale2,0_to_2,0back,2back,0.004951,0.021039,-0.003547,0.013449,0.2353,0.2137,1.2000,2.413928e-01,3.533212e-01,NO
HbT,Frontal,sensitivity__mse__scale2,0_to_3,0back,3back,-0.006286,0.025440,-0.016561,0.003990,-0.2471,-0.2308,-1.2598,2.193627e-01,3.152514e-01,NO
HbT,Frontal,sensitivity__mse__scale2,2_to_3,2back,3back,-0.011237,0.020686,-0.019592,-0.002882,-0.5432,-0.5840,-2.7698,1.042094e-02,7.938445e-03,YES
HbT,Frontal,sensitivity__mse__scale3,0_to_2,0back,2back,0.005742,0.025660,-0.004622,0.016107,0.2238,0.2023,1.1411,2.646269e-01,3.801938e-01,NO
HbT,Frontal,sensitivity__mse__scale3,0_to_3,0back,3back,-0.005703,0.029848,-0.017759,0.006353,-0.1911,-0.1909,-0.9743,3.392498e-01,4.082431e-01,NO
HbT,Frontal,sensitivity__mse__scale3,2_to_3,2back,3back,-0.011446,0.023913,-0.021105,-0.001787,-0.4786,-0.5271,-2.4406,2.209011e-02,1.761353e-02,YES
HbT,Frontal,sensitivity__mse__scale4,0_to_2,0back,2back,0.007084,0.032113,-0.005887,0.020054,0.2206,0.1795,1.1248,2.713736e-01,4.374467e-01,NO
HbT,Frontal,sensitivity__mse__scale4,0_to_3,0back,3back,-0.005137,0.035996,-0.019676,0.009402,-0.1427,-0.1225,-0.7277,4.735839e-01,5.995474e-01,NO
HbT,Frontal,sensitivity__mse__scale4,2_to_3,2back,3back,-0.012220,0.029477,-0.024126,-0.000315,-0.4146,-0.4701,-2.1139,4.466815e-02,3.572437e-02,YES
HbT,Occipital,entropy__sample_entropy,0_to_2,0back,2back,0.004228,0.015239,-0.001928,0.010383,0.2774,0.4473,1.4146,1.695305e-01,4.633117e-02,NO
HbT,Occipital,entropy__sample_entropy,0_to_3,0back,3back,0.000581,0.020778,-0.007811,0.008973,0.0280,0.2251,0.1426,8.877854e-01,3.276410e-01,NO
HbT,Occipital,entropy__sample_entropy,2_to_3,2back,3back,-0.003647,0.013422,-0.009068,0.001774,-0.2717,-0.3618,-1.3854,1.781650e-01,1.105343e-01,NO
HbT,Occipital,entropy__mse,0_to_2,0back,2back,0.008260,0.026954,-0.002627,0.019147,0.3064,0.4644,1.5626,1.307208e-01,3.816831e-02,NO
HbT,Occipital,entropy__mse,0_to_3,0back,3back,-0.000212,0.035288,-0.014465,0.014041,-0.0060,0.2251,-0.0307,9.757847e-01,3.276410e-01,NO
HbT,Occipital,entropy__mse,2_to_3,2back,3back,-0.008472,0.022589,-0.017596,0.000652,-0.3751,-0.4416,-1.9124,6.734391e-02,4.934686e-02,NO
HbT,Occipital,sensitivity__mse__scale1,0_to_2,0back,2back,0.004228,0.015239,-0.001928,0.010383,0.2774,0.4473,1.4146,1.695305e-01,4.633117e-02,NO
HbT,Occipital,sensitivity__mse__scale1,0_to_3,0back,3back,0.000581,0.020778,-0.007811,0.008973,0.0280,0.2251,0.1426,8.877854e-01,3.276410e-01,NO
HbT,Occipital,sensitivity__mse__scale1,2_to_3,2back,3back,-0.003647,0.013422,-0.009068,0.001774,-0.2717,-0.3618,-1.3854,1.781650e-01,1.105343e-01,NO
HbT,Occipital,sensitivity__mse__scale2,0_to_2,0back,2back,0.006731,0.026362,-0.003917,0.017379,0.2553,0.4359,1.3019,2.048028e-01,5.251908e-02,NO
HbT,Occipital,sensitivity__mse__scale2,0_to_3,0back,3back,-0.001131,0.035134,-0.015322,0.013060,-0.0322,0.1852,-0.1642,8.709109e-01,4.227022e-01,NO
HbT,Occipital,sensitivity__mse__scale2,2_to_3,2back,3back,-0.007862,0.021332,-0.016479,0.000754,-0.3686,-0.4473,-1.8793,7.190629e-02,4.633117e-02,NO
HbT,Occipital,sensitivity__mse__scale3,0_to_2,0back,2back,0.009245,0.030217,-0.002960,0.021450,0.3060,0.4587,1.5601,1.313144e-01,4.074723e-02,NO
HbT,Occipital,sensitivity__mse__scale3,0_to_3,0back,3back,-0.001267,0.039376,-0.017171,0.014637,-0.0322,0.2023,-0.1641,8.710104e-01,3.801938e-01,NO
HbT,Occipital,sensitivity__mse__scale3,2_to_3,2back,3back,-0.010512,0.025209,-0.020694,-0.000330,-0.4170,-0.4929,-2.1262,4.353690e-02,2.719581e-02,YES
HbT,Occipital,sensitivity__mse__scale4,0_to_2,0back,2back,0.012836,0.038021,-0.002521,0.028194,0.3376,0.4587,1.7215,9.751687e-02,4.074723e-02,NO
HbT,Occipital,sensitivity__mse__scale4,0_to_3,0back,3back,0.000968,0.046720,-0.017902,0.019839,0.0207,0.2593,0.1057,9.166647e-01,2.578226e-01,NO
HbT,Occipital,sensitivity__mse__scale4,2_to_3,2back,3back,-0.011868,0.032015,-0.024799,0.001063,-0.3707,-0.4530,-1.8902,7.037368e-02,4.346645e-02,NO
HbT,Parietal,entropy__sample_entropy,0_to_2,0back,2back,0.005475,0.016171,-0.001057,0.012007,0.3386,0.5897,1.7264,9.661623e-02,7.290900e-03,NO
HbT,Parietal,entropy__sample_entropy,0_to_3,0back,3back,0.000391,0.021247,-0.008191,0.008973,0.0184,0.3675,0.0938,9.259852e-01,1.048203e-01,NO
HbT,Parietal,entropy__sample_entropy,2_to_3,2back,3back,-0.005084,0.012518,-0.010140,-0.000028,-0.4061,-0.4302,-2.0709,4.883817e-02,5.585322e-02,YES
HbT,Parietal,entropy__mse,0_to_2,0back,2back,0.009937,0.030062,-0.002206,0.022079,0.3305,0.6068,1.6854,1.043545e-01,5.612880e-03,NO
HbT,Parietal,entropy__mse,0_to_3,0back,3back,0.000738,0.039654,-0.015279,0.016754,0.0186,0.3675,0.0949,9.251725e-01,1.048203e-01,NO
HbT,Parietal,entropy__mse,2_to_3,2back,3back,-0.009199,0.022321,-0.018215,-0.000183,-0.4121,-0.4587,-2.1013,4.585886e-02,4.074723e-02,YES
HbT,Parietal,sensitivity__mse__scale1,0_to_2,0back,2back,0.005475,0.016171,-0.001057,0.012007,0.3386,0.5897,1.7264,9.661623e-02,7.290900e-03,NO
HbT,Parietal,sensitivity__mse__scale1,0_to_3,0back,3back,0.000391,0.021247,-0.008191,0.008973,0.0184,0.3675,0.0938,9.259852e-01,1.048203e-01,NO
HbT,Parietal,sensitivity__mse__scale1,2_to_3,2back,3back,-0.005084,0.012518,-0.010140,-0.000028,-0.4061,-0.4302,-2.0709,4.883817e-02,5.585322e-02,YES
HbT,Parietal,sensitivity__mse__scale2,0_to_2,0back,2back,0.008543,0.029195,-0.003249,0.020335,0.2926,0.5271,1.4920,1.482028e-01,1.761353e-02,NO
HbT,Parietal,sensitivity__mse__scale2,0_to_3,0back,3back,0.000087,0.038685,-0.015538,0.015712,0.0022,0.3504,0.0114,9.909755e-01,1.226694e-01,NO
HbT,Parietal,sensitivity__mse__scale2,2_to_3,2back,3back,-0.008456,0.022135,-0.017396,0.000484,-0.3820,-0.4359,-1.9480,6.273212e-02,5.251908e-02,NO
HbT,Parietal,sensitivity__mse__scale3,0_to_2,0back,2back,0.010613,0.033595,-0.002957,0.024182,0.3159,0.5556,1.6108,1.197776e-01,1.196674e-02,NO
HbT,Parietal,sensitivity__mse__scale3,0_to_3,0back,3back,0.001227,0.044447,-0.016725,0.019180,0.0276,0.4131,0.1408,8.891510e-01,6.688321e-02,NO
HbT,Parietal,sensitivity__mse__scale3,2_to_3,2back,3back,-0.009386,0.024558,-0.019305,0.000534,-0.3822,-0.4359,-1.9487,6.263756e-02,5.251908e-02,NO
HbT,Parietal,sensitivity__mse__scale4,0_to_2,0back,2back,0.015115,0.042941,-0.002229,0.032460,0.3520,0.6011,1.7948,8.477981e-02,6.130725e-03,NO
HbT,Parietal,sensitivity__mse__scale4,0_to_3,0back,3back,0.001246,0.055814,-0.021298,0.023790,0.0223,0.2707,0.1138,9.102713e-01,2.369501e-01,NO
HbT,Parietal,sensitivity__mse__scale4,2_to_3,2back,3back,-0.013869,0.032134,-0.026848,-0.000890,-0.4316,-0.4644,-2.2008,3.720782e-02,3.816831e-02,YES
HbT,WholeBrain,entropy__sample_entropy,0_to_2,0back,2back,0.003508,0.011597,-0.001176,0.008192,0.3025,0.3903,1.5424,1.355431e-01,8.419731e-02,NO
HbT,WholeBrain,entropy__sample_entropy,0_to_3,0back,3back,-0.001848,0.015550,-0.008129,0.004433,-0.1188,0.0085,-0.6059,5.500348e-01,9.800839e-01,NO
HbT,WholeBrain,entropy__sample_entropy,2_to_3,2back,3back,-0.005356,0.010900,-0.009759,-0.000953,-0.4913,-0.5897,-2.5053,1.911292e-02,7.290900e-03,YES
HbT,WholeBrain,entropy__mse,0_to_2,0back,2back,0.005789,0.020202,-0.002370,0.013949,0.2866,0.3561,1.4612,1.564068e-01,1.164822e-01,NO
HbT,WholeBrain,entropy__mse,0_to_3,0back,3back,-0.003581,0.027325,-0.014618,0.007456,-0.1311,-0.0427,-0.6683,5.100835e-01,8.612560e-01,NO
HbT,WholeBrain,entropy__mse,2_to_3,2back,3back,-0.009370,0.019615,-0.017293,-0.001448,-0.4777,-0.5442,-2.4360,2.231698e-02,1.400650e-02,YES
HbT,WholeBrain,sensitivity__mse__scale1,0_to_2,0back,2back,0.003508,0.011597,-0.001176,0.008192,0.3025,0.3903,1.5424,1.355431e-01,8.419731e-02,NO
HbT,WholeBrain,sensitivity__mse__scale1,0_to_3,0back,3back,-0.001848,0.015550,-0.008129,0.004433,-0.1188,0.0085,-0.6059,5.500348e-01,9.800839e-01,NO
HbT,WholeBrain,sensitivity__mse__scale1,2_to_3,2back,3back,-0.005356,0.010900,-0.009759,-0.000953,-0.4913,-0.5897,-2.5053,1.911292e-02,7.290900e-03,YES
HbT,WholeBrain,sensitivity__mse__scale2,0_to_2,0back,2back,0.004786,0.019689,-0.003166,0.012738,0.2431,0.2991,1.2395,2.266652e-01,1.899041e-01,NO
HbT,WholeBrain,sensitivity__mse__scale2,0_to_3,0back,3back,-0.004792,0.027117,-0.015745,0.006161,-0.1767,-0.0826,-0.9011,3.761362e-01,7.265400e-01,NO
HbT,WholeBrain,sensitivity__mse__scale2,2_to_3,2back,3back,-0.009578,0.019174,-0.017323,-0.001834,-0.4996,-0.5556,-2.5472,1.739006e-02,1.196674e-02,YES
HbT,WholeBrain,sensitivity__mse__scale3,0_to_2,0back,2back,0.006184,0.022459,-0.002887,0.015255,0.2753,0.3162,1.4040,1.726162e-01,1.650889e-01,NO
HbT,WholeBrain,sensitivity__mse__scale3,0_to_3,0back,3back,-0.004246,0.030510,-0.016569,0.008077,-0.1392,-0.0598,-0.7096,4.845184e-01,8.028007e-01,NO
HbT,WholeBrain,sensitivity__mse__scale3,2_to_3,2back,3back,-0.010430,0.021726,-0.019205,-0.001655,-0.4801,-0.5385,-2.4480,2.172978e-02,1.513213e-02,YES
HbT,WholeBrain,sensitivity__mse__scale4,0_to_2,0back,2back,0.008679,0.027799,-0.002549,0.019907,0.3122,0.3561,1.5920,1.239596e-01,1.164822e-01,NO
HbT,WholeBrain,sensitivity__mse__scale4,0_to_3,0back,3back,-0.003439,0.036603,-0.018223,0.011345,-0.0939,0.0256,-0.4790,6.360716e-01,9.204554e-01,NO
HbT,WholeBrain,sensitivity__mse__scale4,2_to_3,2back,3back,-0.012118,0.027125,-0.023074,-0.001162,-0.4467,-0.4986,-2.2779,3.154314e-02,2.535075e-02,YES
